comment-id,comment-date,comment-author,comment,comment-likes,video-id,video-title,video-date,video-link,video-likes,video-views,video-channel,video-comment-count
10.UgwuIjwCjbmDlU35t354AaABAg,2020-12-12T23:37:44Z,Gabriela Matos,Mano eu acabei de comprar um a10s e vim assistir esse vídeo .... Kkkk k,1,4AXbgJWOBVc,"Samsung Galaxy A10s: um pouco diferente, mas nada melhor [Unboxing/Hands-on]",2020-01-20T16:00:01Z,https://www.youtube.com/watch?v=4AXbgJWOBVc,11982,231758,Canaltech,837
11.Ugy_TOehKAkZ6XB72GB4AaABAg,2021-04-05T14:47:04Z,Julio Terra,A minha câmera frontal não tá mais subindo oq eu fasso ?,1,PYjG8-nKyJI,MOTOROLA ONE FUSION PLUS! O que ela NÃO poderia ter feito de JEITO NENHUM! Motorola one fusion+,2020-08-24T22:42:10Z,https://www.youtube.com/watch?v=PYjG8-nKyJI,6266,80960,Dudu Rocha,615
12.Ugylz0jamf5t-yy_BH94AaABAg,2019-02-06T19:46:21Z,João Vitor Santos,mano q celular valeu canal tech,0,AqpQjThAYtU,ROG Phone: o smartphone gamer da ASUS [Análise / Review],2019-02-06T17:26:00Z,https://www.youtube.com/watch?v=AqpQjThAYtU,7394,85574,Canaltech,245
13.UgyoiFdApashbKOeafR4AaABAg,2021-02-23T00:25:17Z,Eliabe Lima,Mi arrependi de ter comprado ;Comprei na sexta já deu problema no áudio do ZAP EA bateria dura 4 hs,1,6NgZeAQLdqA,LG K22 é bom? Vale a Pena? Análise Completa,2020-09-30T21:00:00Z,https://www.youtube.com/watch?v=6NgZeAQLdqA,3507,132714,Canal É Bom?,817
14.UghBwLOgZdKCWHgCoAEC,2017-02-28T15:47:24Z,Vinicius Domingues Amaral,O desbloqueio nem é mais devagar,0,nB1u7Ivc12w,Análise: iPhone SE | Review do Tudocelular.com,2016-06-24T01:32:36Z,https://www.youtube.com/watch?v=nB1u7Ivc12w,3901,152934,TudoCelular,399
15.UgzQyGOkgzCQPV3_w6p4AaABAg,2021-01-30T11:18:47Z,João UBIRAJARA Camilo Araújo Camilo,Esse e o meu .... pela minhas pesquisas,0,ZtcIhxlHqqs,"SAMSUNG GALAXY M51 | Com 7000 mAh, Essa BATERIA é IGNORANTE! Unboxing e Impressões",2020-11-11T23:27:24Z,https://www.youtube.com/watch?v=ZtcIhxlHqqs,6291,75394,brasiliGEEKS,526
16.Ugxag8fKqieMgJoZIMN4AaABAg,2020-06-28T16:27:51Z,cresci logo santos,Eu tô querendo comprar um sansumg tô com medo a bateria não é tão bao,0,Jl5x6H15zAg,SAMSUNG GALAXY NOTE 10 PLUS (review) A REAL!!,2019-10-06T14:51:30Z,https://www.youtube.com/watch?v=Jl5x6H15zAg,17809,343513,Dudu Rocha,908
17.UgyFe6a0YrFjWteMEVJ4AaABAg,2020-12-23T21:40:11Z,Marcelo Silvestre,"Penso que 6,1 a 6,4 são os tamanhos de tela mais confortáveis para utilização e portabilidade.",0,ZE3529_PFfs,iPhone 12 em mãos!! Qual minha OPINIÃO SINCERA?? // Unboxing e Impressões!,2020-11-18T21:44:08Z,https://www.youtube.com/watch?v=ZE3529_PFfs,7374,98830,EscolhaSegura,628
18.Ugx03cR99TEolysJM6t4AaABAg,2021-06-24T12:16:01Z,Jeyciane Vieira,"Comprei o note 9 e tou achando a abertura da câmera demora um pouco, no carregador tambem ela demora a abrir e ja chegou a travar duas vezes, então entre a linha xiaomi T e o note 8 melhor eles mesmos nao vi muita diferença",0,4DV9lgzEKcI,"Redmi Note 9, esse XIAOMI tá vendendo MUITO! Será uma BOA OPÇÃO pra VOCÊ? Assista esse vídeo",2020-08-11T15:10:00Z,https://www.youtube.com/watch?v=4DV9lgzEKcI,50925,743566,Gesiel Taveira,4488
19.Ugxf5jh0MmVJkqRNmpV4AaABAg,2020-11-11T05:09:57Z,Marcio Pina,Mi 10 t 5G e melhor q s20 ultra???,0,tbf7M86iZd4,XIAOMI Mi 10T Lite 5G - ME APAIXONEI ❤️,2020-10-28T22:00:07Z,https://www.youtube.com/watch?v=tbf7M86iZd4,12254,177329,K Tech,844
20.Ugz0bZ_mnOeV09U1vtB4AaABAg,2021-04-27T18:57:25Z,Danilo Ribeiro,Faz a comparação dele  com A02s,3,-gANghKyLiY,"MOTO E7 POWER (Sim, MAIS UM)! BATERIA ENORME e Preço ABAIXO dos MIL REAIS | Unboxing e Impressões",2021-02-23T22:27:27Z,https://www.youtube.com/watch?v=-gANghKyLiY,3034,53330,brasiliGEEKS,348
21.UgwwmWu_TF6EDd4VREB4AaABAg,2020-06-03T00:28:12Z,Cleber S,"Vou ter que voltar para a Motorola depois de saber desse Edge +. Top demais. Só vem, bebê...",0,pFmhq7PfTZs,MELHORES Motorola de 2020: Edge e Edge+,2020-04-22T16:00:35Z,https://www.youtube.com/watch?v=pFmhq7PfTZs,32933,365746,Canaltech,1680
22.UgzEXqzkGI3QVa7-5m94AaABAg,2021-01-20T21:05:27Z,Sophia Alves,Comprei A10 s espero seja top,0,h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,2020-01-14T22:49:21Z,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,TudoCelular,881
23.UgzH0EJPK9K-yAerOmh4AaABAg,2021-06-21T03:27:44Z,Xx_Lucas Souza Games,Pra mim isso tudo de ruim nao importa eu nao importo com isso a entrada pequena pra mim e uma vantagem eu ia ter que jogar um tanto dessa fora eu nao importo pra mim e nota mil 1000 5 estrelas,1,MywBmKaRyRc,MOTO E7 PLUS - 4 MOTIVOS PARA COMPRAR E 4 PARA NÃO COMPRAR!!! 💸,2021-04-01T21:26:11Z,https://www.youtube.com/watch?v=MywBmKaRyRc,3388,50056,DicioTech - Por Gabriell Dassi,622
24.Ugzn09HMGwgDaSN_XeJ4AaABAg,2021-02-18T16:46:55Z,momentos da tata,Ouvi dizer que os celulares xiomi não baixa a Netflix é verdade?,0,AIPNojToH_M,"CHEGOU! Xiaomi Mi 10 Lite 5G, realmente INCRÍVEL? Unboxing e Impressões",2020-08-22T16:00:02Z,https://www.youtube.com/watch?v=AIPNojToH_M,15977,142515,Gesiel Taveira,971
25.Ugy7wI2qlZdNzEfz6gd4AaABAg,2021-01-08T21:02:52Z,Ana Miranda,"Gente comprei um mi 10 lite e tô amando ele. Mas só tem um probleminha que está me incomodando, quando eu vou ver stories e igtv no Instagram ele corta a imagem. Alguém sabe como me ajudar nesse problema?",0,cr3icyK3aWo,MELHOR XIAOMI do ANO - Xiaomi MI 10T PRO ANÁLISE [ Review ] COMPLETA !,2020-12-23T22:00:08Z,https://www.youtube.com/watch?v=cr3icyK3aWo,6081,83508,K Tech,531
26.UgzSzv-4VLCn2brtxXN4AaABAg,2021-05-25T14:51:23Z,Pollyanna Krysthina,Este ou o a02s?; ;Pois está o mesmo preço,0,8S7KLrWQ_HA,"NOVO GALAXY A10S (SIM, MAIS UM!!!) UNBOXING E IMPRESSÕES",2019-11-20T21:00:02Z,https://www.youtube.com/watch?v=8S7KLrWQ_HA,23175,533701,brasiliGEEKS,2007
27.UgzzFhoR2buavOk-U414AaABAg,2020-08-31T03:29:43Z,Vinicius Paixao,Só falta o unboxing do galaxy a01 com o pedro,0,vRuOOM8S3co,"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",2020-08-30T19:45:01Z,https://www.youtube.com/watch?v=vRuOOM8S3co,6312,70027,Canaltech,218
28.UgwqQmkOICaXwgP2WtB4AaABAg,2020-12-17T12:42:51Z,Arthur,"Acabei de comprar um S20+. Excelente celular, tudo perfeito. Eu só to com raiva porque todos os reviews dizem que ele não tem tanta evolução em relação ao S10+ e o S10+ tava 1000 reais mais barato",0,AIK3P1jZ4T4,4 meses com o Galaxy S20: Sucesso ou decepção? (Review e opinião),2020-08-04T20:03:09Z,https://www.youtube.com/watch?v=AIK3P1jZ4T4,10723,180031,Rodrigo Vieira - RSSV,815
29.Ugx_ailu-lEochH255V4AaABAg,2021-02-20T15:11:36Z,Adriano Chelio,"Algo muito importante a maioria dos canais que analisam celulares não mostram: compatibilidade com Wi-Fi de 5Ghz, de alta velocidade. Não entendo porque não dão destaque a isso, tendo em vista que é imperdoável que um aparelho de mais de 1000 Reais não tenha compatibilidade com isso!! Esse Philco por exemplo não é!!",0,Q57RwtkGyYc,Philco HIT MAX - PCS02 | E não é que me SURPREENDEU? Unboxing e Impressões,2020-09-06T23:00:03Z,https://www.youtube.com/watch?v=Q57RwtkGyYc,3857,50476,brasiliGEEKS,459
30.Ugz3QIneYIxmSSxQeb14AaABAg,2021-03-14T05:43:25Z,Pedro Henrique De Boni,"Moço, puta que pariu. Muito bom o comentário. Sobretudo sobre a bateria no final. Grato pelo vídeo.",2,V2up_KqN1zw,iPhone SE 2020: 5 motivos para COMPRAR e NÃO comprar,2020-08-17T16:00:08Z,https://www.youtube.com/watch?v=V2up_KqN1zw,14168,167719,Canaltech,605
31.UgxsyoeL2SNOj9ka6aV4AaABAg,2021-03-21T16:37:29Z,Camila Ramos,"Acertou, na fast tá 1800 a vista no boleto",0,arTLY7nj4Y0,SAMSUNG GALAXY A71 vale a pena? | Análise / Review Completo,2020-02-16T17:24:43Z,https://www.youtube.com/watch?v=arTLY7nj4Y0,30067,565112,EscolhaSegura,2007
32.UgxUTNvPDwVx1bFR99Z4AaABAg,2019-02-11T14:59:04Z,TESLA,O preço e mais de 8 mil,0,AqpQjThAYtU,ROG Phone: o smartphone gamer da ASUS [Análise / Review],2019-02-06T17:26:00Z,https://www.youtube.com/watch?v=AqpQjThAYtU,7394,85574,Canaltech,245
33.UgyzOw7tyI0oFBJjs4p4AaABAg,2021-05-14T13:23:58Z,Paolla Oliveira,Nossa que fone podre um aparelho belíssimo e esse fone vagabundo aff,0,bt2Xrm4Grl4,"Galaxy M31, o MELHOR SAMSUNG ""barato"" de 2020? Esse VOCÊ vai GOSTAR! Unboxing e Impressões",2020-07-10T14:25:01Z,https://www.youtube.com/watch?v=bt2Xrm4Grl4,65560,934488,Gesiel Taveira,5132
34.UgzHBOF_Z0_PtIa1WUp4AaABAg,2019-08-08T15:35:30Z,Matheus Rogerio,"Onde vc comprou essa capinha, do seu s10 ???",0,flYuZ1KBaKM,É ASSIM O SAMSUNG GALAXY NOTE 10! SAMSUNG ERROU MESMO?,2019-08-06T22:02:24Z,https://www.youtube.com/watch?v=flYuZ1KBaKM,10581,128218,Dudu Rocha,714
35.Ugz8gQF-6XOdZS2CRil4AaABAg,2021-02-21T20:15:31Z,Mônica Lima,"A câmera é boa ,dá pra fazer uns vídeos",0,Y2AKP4nFviA,GALAXY A10s O BARATINHO DA SAMSUNG VALE A PENA o PREÇO? #UNBOXING,2020-03-10T21:30:00Z,https://www.youtube.com/watch?v=Y2AKP4nFviA,13243,271419,TukEmperial,1569
36.Ugw6RIFk8-cLU5oIP7p4AaABAg,2021-06-12T15:41:56Z,maicon cardozo dos santos,Sempre tive android tinha um s7 flat ótimo celular fiquei 4 anos com ele peguei um s20 fe ótimo celular muito bom mesmo aí depois de um mês me chega com snapdragon nossa achei uma falta de respeito com o consumidor vendi e peguei meu primeiro iPhone um iPhone 11 excelente aparelho paguei quase 2000 a mais mesmo assim não me arrependo não é olha q eu era bem crítico com a dona maçã 🍎,1,KOitq-ctZCk,O MISTÉRIO do GALAXY S20 FE com SNAPDRAGON 865! Me AJUDE a RESOLVER! Como PODE algo ASSIM?,2021-05-26T13:30:03Z,https://www.youtube.com/watch?v=KOitq-ctZCk,4058,50270,Be!Tech,555
37.UgyA_0rLxrkq8NROadF4AaABAg,2020-09-01T23:49:57Z,Rayane Pinheiro,"Irei comprar meu primeiro xiaomi amanhã e será esse, espero não me decepcionar pq todo mundo fala super bem desse celular.",0,2p_i0hemb4E,REDMI NOTE 9S: MELHOR CUSTO-BENEFÍCIO da nova família da XIAOMI | Análise / Review,2020-06-29T23:32:20Z,https://www.youtube.com/watch?v=2p_i0hemb4E,5045,154051,TudoCelular,469
38.UgzYo-kJNjhcKkTCfSp4AaABAg,2021-05-28T22:51:54Z,DIOGO CRISTIAN DANELUZ,Ta 750 reais na minha cidade,0,0EUg5QZoonQ,"Com ele! O MAIS BARATO DA XIAOMI EM 2020! Redmi 9A, MELHOROU? ou PIOROU? 🥵",2020-08-19T15:15:08Z,https://www.youtube.com/watch?v=0EUg5QZoonQ,8523,141635,Jersu,818
39.UgxFvZeAgc_T3GdqPWh4AaABAg,2021-03-14T15:24:03Z,Joaninha Vieira,"O outro cara eu entendo tudo , mais quando essa mulher fala n intendo nd fala sem para kkk",0,HwfcKPqEWHQ,GALAXY S20 FE vs S20: qual deles o VERDADEIRO FÃ deve comprar? | Comparativo,2020-12-03T23:35:48Z,https://www.youtube.com/watch?v=HwfcKPqEWHQ,6158,129019,TudoCelular,418
40.UgzqElU1Yn3BrrTtuEh4AaABAg,2020-09-01T15:01:40Z,gabriel rodrigues,Se enrolasse menos talvez eu deixasse o like ;2:07 pra uma porra de uma caixa deus do céu,0,vRuOOM8S3co,"Mi 10 Lite 5G: ""lite"" é apenas força de expressão [UNBOXING/HANDS-ON]",2020-08-30T19:45:01Z,https://www.youtube.com/watch?v=vRuOOM8S3co,6312,70027,Canaltech,218
41.Ugyb6td_DzM6rx6hNlZ4AaABAg,2021-07-04T04:56:12Z,Henrique,"Boa noite meu querido... Eu tive a impressão q o fusion plus eh mais largo, estou certo ? Ou tô falando m*** msm? Rsssss",0,vkT1Rzy7TtE,Motorola One Fusion e Fusion+ [Unboxing],2020-07-30T16:00:33Z,https://www.youtube.com/watch?v=vkT1Rzy7TtE,20248,237605,Canaltech,632
42.UgxPMEwFjIrjwWbry_94AaABAg,2020-12-09T20:11:22Z,Leandro Frossard,quando você vai fazer uma resenha sobre o s20 FE?,8,AIK3P1jZ4T4,4 meses com o Galaxy S20: Sucesso ou decepção? (Review e opinião),2020-08-04T20:03:09Z,https://www.youtube.com/watch?v=AIK3P1jZ4T4,10723,180031,Rodrigo Vieira - RSSV,815
43.UgwjZoPE_NtnkmFY5DZ4AaABAg,2020-11-11T17:00:48Z,Nick S,"Então ""compensaria"" pegar um Poco X3 NFC?",0,lkqFKf5j_Fc,XIAOMI MI 10 LITE // esse é o PRIMEIRO XIAOMI que eu NÃO RECOMENDO!,2020-08-22T13:43:07Z,https://www.youtube.com/watch?v=lkqFKf5j_Fc,7538,234661,EscolhaSegura,652
44.Ugz7P9e2r-9zMTujMnN4AaABAg,2021-03-01T23:40:15Z,Andre Venturini,Boa noite. Tenho um Xiaomi Mi 9 e gostaria de saber se vale a pena trocar por este? Não utilizo para jogos.,1,CKDLYTATKv8,"Xiaomi Mi 10T Lite, muito mais do que parece [Análise/Review]",2021-01-22T19:00:05Z,https://www.youtube.com/watch?v=CKDLYTATKv8,5668,103348,Canaltech,193
45.UgwRTI7jYnouGCj04ct4AaABAg,2019-08-13T22:31:26Z,Rafael Gobbi De Carvalho,O cara tá com parkson,0,lRLsmuAYs3Y,Samsung Galaxy Note 10 e 10+: primeiras impressões dos smartphones grandões - TecMundo,2019-08-07T20:00:10Z,https://www.youtube.com/watch?v=lRLsmuAYs3Y,9317,127760,TecMundo,374
46.UgzM35Q_8mqR4JJUFWt4AaABAg,2021-01-26T12:26:39Z,Luiza Gelatti,"Em duvidas entre o  Mi10 T lite, o mi10 lite (o design dele é lindo) e poco x3",0,s1dvvUUQCGY,"CHEGOU! Xiaomi Mi 10T Lite, o INTERMEDIÁRIO PREMIUM com 5G! Unboxing e Impressões",2021-01-06T13:30:03Z,https://www.youtube.com/watch?v=s1dvvUUQCGY,9663,106639,Gesiel Taveira,750
47.Ugye_ilAZellDOtkcHp4AaABAg,2021-01-09T14:45:49Z,"CDRCIA Conserto impressora, computador e notebook","Excelente vídeo, parabéns.",2,a6RMJvojT6Q,GALAXY M51: MELHOR AUTONOMIA de BATERIA em 2020 com um algo a mais | Análise / Review,2020-12-25T00:28:35Z,https://www.youtube.com/watch?v=a6RMJvojT6Q,5839,99741,TudoCelular,661
48.UgxaIug_pDc3CzHNFAl4AaABAg,2020-08-27T17:02:22Z,Niccolas Asloccj,Assistindo do meu 71 ❤,2,E8n6fAU4nI0,GALAXY A71: AVANÇOS DISCRETOS para se MANTER RELEVANTE | Análise / Review,2020-02-28T14:46:55Z,https://www.youtube.com/watch?v=E8n6fAU4nI0,6358,186926,TudoCelular,456
49.UgwH9FKFc8JGGFkqxhF4AaABAg,2020-08-22T04:50:49Z,Beatriz Albino,Qual seria o modelo de celular bom com a câmera melhor que a do note 10?,0,TEEMI3H8VBw,AGORA VAI?! XIAOMI MI NOTE 10 LITE // análise completa!,2020-06-07T15:54:05Z,https://www.youtube.com/watch?v=TEEMI3H8VBw,8962,155777,EscolhaSegura,425
50.UgwJxdSkxokc-LDMPBt4AaABAg,2020-08-13T10:16:37Z,BielzinX FF,"O a10 no android 10, leva um pau do a10s se ele tiver no android 9 kkkk",2,K_MTtcFaht4,GALAXY A10 vs A10s: a Samsung FINALMENTE ACERTOU em um sucessor? | Comparativo,2020-01-28T17:02:17Z,https://www.youtube.com/watch?v=K_MTtcFaht4,9722,233219,TudoCelular,785
51.UgwOxqbwaSPZqesJhHd4AaABAg,2021-04-06T21:39:12Z,Douglas Augusto - Designer,Vo tentar comprar por milzinho já que LG morreu nos smartphones kkkkkkkkkkkkkkkkkkkk,0,z7rKZPLLUUQ,LG VELVET 5G tá na MÃO e QUE CÂMERA TOOOOP 📸,2020-08-10T22:00:21Z,https://www.youtube.com/watch?v=z7rKZPLLUUQ,14966,199797,K Tech,994
52.UgxGL3rpwHhNcJWWmiR4AaABAg,2021-06-08T02:06:06Z,Jeimeson Santos,Não sei se vocês que tem percebeu isso em alguns video vendo no YouTube o brilho  muda e fica amarelo  se alguém  conseguiu ajustar  da uma uma ajuda  agradeço.,1,FwjvIN094S4,"Galaxy M51! Sem DÚVIDA, uma das MELHORES OPÇÕES da SAMSUNG no MOMENTO! Review COMPLETO!",2021-05-05T21:15:45Z,https://www.youtube.com/watch?v=FwjvIN094S4,4218,53256,Be!Tech,776
53.Ugx5sk_MJ2PwrsSh0GJ4AaABAg,2021-06-12T12:17:21Z,Viviane Hastenreiter,Assistindo do meu poco x3 😍🥰,1,ak72DmxUaIw,Não compre o XIAOMI POCO X3 NFC antes de VER esse VÍDEO! Veja se é isso que você quer!,2020-12-01T13:40:00Z,https://www.youtube.com/watch?v=ak72DmxUaIw,39312,576083,Gesiel Taveira,2952
54.UgwthWYTU38JO1E2CjZ4AaABAg,2020-11-21T17:03:30Z,Caio Andrade,Tem NFC e não tem Samsung Pay. Ô Samsung...,0,wD0qY5ADNZY,Samsung Galaxy M51 - 7.000mah e Snapdragon 730G! Unboxing e Review Inicial Português Brasil,2020-10-05T21:00:15Z,https://www.youtube.com/watch?v=wD0qY5ADNZY,4925,72178,Authenti Tech,439
55.UgwiLwrQuZ7_5-pMvtR4AaABAg,2021-01-20T02:32:44Z,Samara,galera? G9 Power ou G9 plus?,0,Kjsxyw-9txQ,🔋 6000 mAh e tela GIGANTE!! MOTO G9 POWER a pena? // Análise e Review Completo!,2020-12-10T20:55:55Z,https://www.youtube.com/watch?v=Kjsxyw-9txQ,3401,52271,EscolhaSegura,338
56.UgwzF4jnSe9SDGNF7qN4AaABAg,2021-02-25T19:40:11Z,Francisco Clauber,Esse aí ganhou bem da Samsung pra falar bem de um celular horrível de plástico que custa não sei quantos mil..,0,m4ZUR6sM9jc,"NOVOS GALAXY S21, S21 PLUS e S21 ULTRA em MÃOS! //o que a SAMSUNG NÃO TE CONTOU!",2021-01-14T15:19:54Z,https://www.youtube.com/watch?v=m4ZUR6sM9jc,18109,283687,EscolhaSegura,1564
57.UgzJDFT-Px6p3NaIyGR4AaABAg,2020-07-27T04:23:34Z,lin . com,"Esse celular é um absurdo, monstro demais!!!",0,5OPMnkJAytw,ROG PHONE 3! O novo MONSTRO da ASUS tá na MÃO! 16GB de RAM e SNAPDRAGON 865 PLUS!,2020-07-22T15:30:11Z,https://www.youtube.com/watch?v=5OPMnkJAytw,7400,87156,Be!Tech,578
58.Ugxw2nAW8buinOAPlYR4AaABAg,2020-12-28T00:37:39Z,Lucas Justino,O iPhone 12 aguenta o dia inteiro de uso pesado?,0,vjEdTiTqerQ,iPhone 12 - Review Tecnoblog,2020-12-02T22:00:48Z,https://www.youtube.com/watch?v=vjEdTiTqerQ,4382,66202,Tecnoblog,225
59.UgykQ2nh6_wDCsgWjoV4AaABAg,2021-05-26T21:53:32Z,Vanusa Silva,Verdade gente eu também assisto todos os vídeos mas não tenho condição ainda mas vou ter,0,RfoB6mYABqA,Samsung GALAXY M51 e seus 7000mAh de BATERIA 😱,2020-09-25T22:07:00Z,https://www.youtube.com/watch?v=RfoB6mYABqA,31664,400839,K Tech,2398
60.UgytS8y3Q4Z2uZXejSV4AaABAg,2021-05-08T11:13:24Z,Paulo Marques,"R$ 2.198,90 hoje 08/05/21. Já peguei o meu",0,bWuRFN100uw,❤️ esse CELULAR SAMSUNG tem tudo pra DAR BOM! // GALAXY S20 FE unboxing,2020-11-16T21:13:05Z,https://www.youtube.com/watch?v=bWuRFN100uw,8468,99255,EscolhaSegura,861
61.Ugy_uvh0CGLKzwn_Olh4AaABAg,2021-04-13T01:50:53Z,Natália Cerrito,depois de muito pensar acabei comprando meu moto e7 plus hoje 💗💗💗,7,Adj3fttlhNg,JÁ TÁ NA MÃO! MOTO E7 PLUS | Lançamento MOTOROLA | Unboxing e Impressões,2020-09-16T22:20:35Z,https://www.youtube.com/watch?v=Adj3fttlhNg,7098,112331,brasiliGEEKS,879
62.UgwHuSr7ObQUGNnxyPV4AaABAg,2020-10-05T13:41:19Z,Ygor vieira,A Motorola tá deixando a deseja.  Esse aparelho. Tá um valor muito alto. Pra. Poucas mudanças.  Tem muitos inferior. Aqui. Que brinca. Com celulares lançamento.,0,KJIadDXIThg,MOTOROLA ONE FUSION PLUS: um Hyper MELHORADO? | Análise / Review,2020-08-12T17:47:07Z,https://www.youtube.com/watch?v=KJIadDXIThg,3847,86862,TudoCelular,468
63.Ugx07G-YfXYbLT-V5A94AaABAg,2021-06-07T02:57:37Z,Nier,Olá Bruno (Amo Os Videos do E.S.❤) ; Estou em uma imensa dúvida entre S21+ OU Note 20 Ultra (confesso que não ligo pra caneta);Meu foco seria Câmera /Bateria & Processador;Estava querendo comprar esse mês ;Acha que tenho que esperar ?,1,kvn92oHxgvk,SAMSUNG GALAXY S21 PLUS - vale mais a pena que o S21 e o S21 ULTRA? // Análise ( PÓS UPDATES! ),2021-04-12T21:30:02Z,https://www.youtube.com/watch?v=kvn92oHxgvk,4784,62221,EscolhaSegura,263
64.UgyuAWidG-gOulf37AN4AaABAg,2021-03-14T15:31:38Z,José Gabriel,"Depois de 10 meses eu comprei o meu, está com custo benefício hj",3,0LDrhsqMSjM,CHEGOU! iPhone SE 2020 tá em mãos! Minhas PRIMEIRAS IMPRESSÕES! Vale a pena?,2020-05-06T21:36:21Z,https://www.youtube.com/watch?v=0LDrhsqMSjM,20587,350311,EscolhaSegura,1430
65.UgwCinuu1qxq_L1T_et4AaABAg,2021-05-14T01:57:23Z,Jeane Ern,Me ajudem!!! 9s ou esse qualquer um dos dois 128 GB...,0,YgyKgNC3aLA,"POCO X3 NFC : Sem dúvida, um dos MELHORES que a XIAOMI já LANÇOU!",2021-02-11T21:37:34Z,https://www.youtube.com/watch?v=YgyKgNC3aLA,5712,73610,Be!Tech,707
