video-id,video-title,video-link,video-likes,video-views,video-date,video-channel,video-comment-count,comment-id,comment-author,comment-date,comment,comment-likes
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugw-dEed6bFrEHFChel4AaABAg,Gustavo De Souza Menezes,2021-05-21T20:00:28Z,Pode falar oque quiser mais meu a10s e um celular que zelo e gosto,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwtEux6RzUF_tRTVzR4AaABAg,João Paulo Fabrete Freitas,2021-05-17T20:17:41Z,podia ser melhor,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyF9zMnoSFfBBAb8zd4AaABAg,Karine Silva,2021-05-17T12:30:19Z,"A câmera frontal já foi boa! Depois q atualizou ficou péssima! Me arrependi de ter comprado esse celular, fora isso me atende nas redes sociais! Mas para fotos frontais já digo imagem pessimaaaaaaaa! 😔😔😔",1
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugy-GvvIP7Vo1FPqprF4AaABAg,eubrunoxs,2021-05-12T23:19:10Z,parece mais vantajoso pegar um moto e7,1
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugw9ktHb_kOYGXEV4AZ4AaABAg,Marcelo Dos Santos,2021-05-11T18:35:48Z,Essa mulher ai só fala merda do A10S,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyKflWfqXhln_UiHZd4AaABAg,papai cripto,2021-05-08T21:09:50Z,É um bom celular mesmo.,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwSGZ3jx2lROpdN56d4AaABAg,Rai Loppes,2021-05-08T02:25:07Z,Fala de vagar...tu fala muito rapido. Mana,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgzRp2vBz7dx6-WT0Zp4AaABAg,Ypekeno Sad,2021-05-07T15:32:33Z,Esse Cell é bom pra jogar um pubg ou um free Fire??,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyP12pV_8kMPd75vkR4AaABAg,Josafa Silva,2021-05-06T10:29:39Z,"Ele é bom e bonito,mas o A11 é melhor e mas rápido......",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyQBnJWb7j45SUHpD14AaABAg,Josafa Silva,2021-05-06T10:28:44Z,"Melhor que iPhone 6s 32 gigas . Não pega cartão, bateria fraca,tela pequena, muito caro,conserto caro . Diga não ao iPhone Só tem fama",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgxsZYZ1pxC4UvtsBcR4AaABAg,Josafa Silva,2021-05-06T10:25:45Z,"""Antigamente"" um celular j7 normal j7prami durava 5 há 6 anos. Hoje tenho um A01 já tá blugando a Câmara.  E o A10s é lento e fone baixo . Não sei se vai dura pelo menos uns 5 anos",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugzg9QYiIHX_P9Bjh2B4AaABAg,Josafa Silva,2021-05-06T10:23:04Z,O fone é baixo em relação ao A10 normal,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwtLhG9PtGAD8uD7x54AaABAg,Guga Souza,2021-05-05T11:22:53Z,A10s o melhor pra mim,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgzCPW4jBa38Qgw14Xd4AaABAg,Daniel Tavares,2021-05-04T13:28:19Z,"Nossa tia, arranca este besouro na cara antes que vire um câncer de pele.",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgxwYTxI43VK3lOrlER4AaABAg,sincera,2021-04-27T00:05:48Z,Tem Night vision???,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugy8awQH6AUk6UsBAPh4AaABAg,C i e l,2021-04-21T22:10:59Z,Top demais 👍🏻,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyNuGOtXE6_IOEpyOh4AaABAg,Claudia Pires,2021-04-20T21:06:08Z,comprei o iphone 7 se tivesse visto esse antes tinha comprado ele tela grande e bem mais barato,1
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgydiqyMIG8IXWGdPtd4AaABAg,GIOVANNA PIRES PEREIRA EF9-31T,2021-04-20T21:03:16Z,comprei o iphone 7 se tivesse visto antes,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyDrLx4rIGm5KwzDLd4AaABAg,Girlane Luiza,2021-04-19T07:15:01Z,"Ai gente, o que me surpreende no A10s é a bateria, Quando Eu tinha outros modelos de celular e a bateria chegava em 10% eu ficava doida, hj com 10% de bateria ainda aguenta uns 20min.",1
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgxCIQSlhI9bpG12lEF4AaABAg,kuka Kimura,2021-04-14T18:40:38Z,"A02 ou A10s qual é melhor, pela mesma faixa de preço?",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwYnOYKKW10evv8Ndp4AaABAg,Respostas Na Net,2021-04-14T14:54:39Z,Tô assistindo do meu A10s kkkk,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgxJiKx1sLOjMZZ8fk54AaABAg,Jailson Gomes,2021-04-13T15:57:49Z,falou mal do celular o vídeo todo pra no final fazer propaganda de outras marcas kkk,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwO1p6b6tTdmX6H-Ap4AaABAg,Glaucia Rodrigues,2021-04-13T13:13:35Z,Misericórdia e tanto celular que ela indicou!!,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgzpS07jeEzTjKv5izN4AaABAg,Glaucia Rodrigues,2021-04-13T13:11:54Z,Nem um celular e bom pra esses analisador  de celular 😒 meu A10s é ótimo nada a reclamar,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,Ugxwulp_GEpdDbMj2Nh4AaABAg,Francisco Edeilson,2021-04-13T00:27:27Z,Onde eu compro esse suporte de celular 3:26 ?,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyRWHqkbspycn-H3A54AaABAg,Denise Marcelino,2021-04-12T21:01:02Z,"Comprei para meu esposo e ele adorou. Bom aparelho, gostei. Para ele esta ótimo, usa mais o telefone, zap e face. Eu sou mais exigente, tenho um Note 8. Adoro seus comentários como já falei anteriormente, sempre direta ao ponto, sem pedir like nem inscrições, por isso já sou inscrita. Parabéns!",0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgzUCYvusYGnVwmx3SJ4AaABAg,Caroline Zamperetti,2021-04-12T20:47:34Z,Seja imparcial..tircida pro lixo da lg,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwYzqqrsivY2iYkD3V4AaABAg,Liângela Fa,2021-04-09T16:18:45Z,Uma Amiga tem me recomendou vou comprar. Para mim ta otimo. Uso so redes sóciais.. Mas nada. Eu fui na loja vê pessoalmente amei mas ainda..,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgyzfqNsmjO3YIsPqTV4AaABAg,Wellison sousa,2021-04-08T22:46:10Z,O fone é muito bom ;Não é ruim não sua Fone perfeito,0
h9lBf0X_xFY,SAMSUNG GALAXY A10s: o básico que é quase BOM E BARATO,https://www.youtube.com/watch?v=h9lBf0X_xFY,9324,264074,2020-01-14T22:49:21Z,TudoCelular,881,UgwwQKeSv_skxXNpR014AaABAg,RUAN LEON,2021-04-08T14:23:04Z,Gente vou pegar um sábado é bom pra jogar fre fire,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzdfC5purajdeurEnF4AaABAg,TiaGO Go Go Go!!,2021-07-07T17:58:38Z,"Smartphone Motorola Moto E6s 64GB 4G Wi-Fi Tela 6.1'' Dual Chip 4GB RAM Câmera Dupla + Selfie 5MP  fale sobre ele pois está 800,00 e pouco hoje?",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxtCaMEAllRDmHJN8l4AaABAg,Kethely Br,2021-07-06T01:46:18Z,"Ela reclama por que ele tem dinheiro e tabem por que recebe isso, mais n sabe quantas pessoas estao querendo esse celular , eu amei esse cll estou com ele fais 3 meses, ele e otimo! Podem pegar gente e muito bom nota 10!!!",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugzxz-pxuOfaAG2OOkx4AaABAg,Leticia Freitas,2021-07-05T02:32:20Z,Então me da pra mim se é tão ruim assim eu aceito eu aqui com um Samsung galáxa j1 mine,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyCQGKf8H8DeJRTEmt4AaABAg,Edna Maria,2021-07-05T00:54:46Z,Pena que o carregador e fone não é muito bom.mas melhor que nada😔,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgwZGsurnaI4YBb4g5d4AaABAg,Jorge Henrique,2021-07-04T16:03:45Z,Uma vergonha esse A10s ridiculoooo comprei um e me arrependi namoral que celular ruim,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgwmSfkgkH98E_4e1LV4AaABAg,Daiane Freitas,2021-07-03T19:08:55Z,"Eu comprei e nao gostei, só pega bem wi fi se tiver muito próximo ao modem ,a câmera traseira tem um filtro horrível que não consigo tirar ,se tirar uma foto com a câmera traseira a cara da pessoa fica com olho enorme parece um et  e com a cara plastificada parece que tem botox kkkk alguém sabe se tem como mudar isso? Já tentei de tudo não consegui",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyGeIN9aAZtiLB4P8F4AaABAg,FC_MELIODAS_DRAGON,2021-07-01T04:25:21Z,Eu vendo um vídeo de A10 em um A10: interessante...,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgwsEHuTTwYIsdgk-d94AaABAg,FC_MELIODAS_DRAGON,2021-07-01T04:18:19Z,"Mano, amei esse cara véi, o jeito de Falar dele é muito engraçado, muito interessante, vou me inscrever!",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyZPxQ7fIIUTuBWUWJ4AaABAg,FC_MELIODAS_DRAGON,2021-07-01T04:16:02Z,"Mano, como que eu sou tão ansioso, o meu a10s vai chegar nessa sexta, não paro de pensar nesse celular vélho",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzwkJkPwlDdKEubyYh4AaABAg,Jéssica Júlia,2021-06-28T21:07:33Z,"Poxa, falou mal do meu quirido Cel. 😂😂 Meu celular é mt bom na minha opinião,tem várias opções legais para fazer (não que seja melhor que os outros) mas é ótimo pra mim. ;;Obs: Sério, eu amo ele dessa cor vermelha.;;Outra coisa, se vc não quiser o app é só desinstalar. O meu veio com alguns apps que eu gosto muito e por isso continuei com eles no meu celular 😉.;;Ah, e tenho váários apps no Cel e ele tem bastaante memória pq eu tenho muitos apps pesados ao mesmo  tempo. (Claro, ás vezes trava como qualquer outro celular mas n trava muito)",1
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyAfp0f0WFaWi-mIFx4AaABAg,Pedro Lucas,2021-06-28T18:55:35Z,"Ele fica falando mal do celular tem muita gente querendo um desse pra estudar😭😭😭😭 e outras causas, eu pesquisei muito sobre o a10s e vou comprar ele no mês de agosto de. 2021 estou muito ansioso pra jogar meu free fire nele😊😊💕",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxRTnnC6GG8jXddS9h4AaABAg,SHELBY FF,2021-06-28T18:49:32Z,Assistindo no meu A20s,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzWbVgtUv2Y91r2VUx4AaABAg,Valdira Fernandes,2021-06-27T21:41:17Z,Cadê o tamanho da tela em,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugw2Vf4tvEAvdn5rLtx4AaABAg,Alice Lôrrayana,2021-06-26T18:18:36Z,"Estava olhando os vídeos, e ansiosa pq o meu ia chegar, e fé em deus agora tô olhando esse vídeos com meu a10s",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxPHs94P3CTzsZZ8wh4AaABAg,Marcos Paulo Rodrigues,2021-06-26T17:34:21Z,Ele fala mal de todo celula,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxmMbHtsVP2-OPYiLx4AaABAg,manu santos,2021-06-25T15:19:34Z,"Pra quem nem tinha celular era um lanterninha e olhe lá o A10s é muito bom, estou bem satisfeita, e é porque eu jogo baixo apps, e é muito bom.",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzfQWayTYTEM-szhVN4AaABAg,GabrielPower10,2021-06-25T00:15:27Z,"Gente qual vcs acham melhor: Galaxy A10s, A20 ou A02s",1
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugw1GnTm_pv8Oo2jE5F4AaABAg,gabriel Monteiro 🤨,2021-06-23T16:03:26Z,Eu tenho o a10S ele trava MT mas enfim,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugzb6GTpWyrgfCIsTqJ4AaABAg,Naori 444ゲ,2021-06-22T15:02:33Z,No meio veio tiktokkkk,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgwYzewRZSYiOfpQSqJ4AaABAg,Ana Clara Ferreira,2021-06-22T14:50:13Z,Gente ele está dando a opinião dele parem de ser chatos vcs tão assistindo pq vcs querem,1
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgwDBCleuyssWwLT6_54AaABAg,Geovani Silva,2021-06-22T14:02:07Z,Eu comprei o a10s e não me arrependi,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugxi-zR2G3Tun5lran14AaABAg,Franderkley Matos,2021-06-21T12:06:33Z,"""A MEU VER"". SUCESSO",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyfZaTZweboIygklJt4AaABAg,CH S,2021-06-21T05:27:10Z,Tenho um desse e estou muito satisfeito,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxSeMthLbUAV1_mmvd4AaABAg,walisom gameplay,2021-06-19T23:38:40Z,Ate hoje,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,Ugx6n_xRCgYJ9ZH9Bkh4AaABAg,walisom gameplay,2021-06-19T23:38:01Z,A10s roda free fire no utra lisinho,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgyfTVaBodQBYEY8bCt4AaABAg,Adalvan Lima,2021-06-19T00:34:55Z,O de mais alguém veio sem o adesivo colado na parte traseira?,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzQIOJUdRNiZQgxuVN4AaABAg,Jaqueline Ribeiro,2021-06-18T23:18:19Z,"Comprei pra minha mãe. Ela só usa 3 app com frequência, as vezes usa uns outros 2, então o celular é ótimo. Claro que como só tem 2 de ram, se vc encher de app vai travar, mas é um ótimo celular de entrada e o mais importante: com um preço muito bom.",0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgxEmhinhAtNSxjYIGp4AaABAg,Kill 0,2021-06-18T16:55:24Z,Galera esse cel nao suporta o wi fi 5ghz? alguem sabe responder,0
3no1FdndZiU,GALAXY A10s - Mais um ERRO da SAMSUNG?! Unboxing e Impressões,https://www.youtube.com/watch?v=3no1FdndZiU,46174,736435,2020-01-12T13:50:01Z,Gesiel Taveira,3811,UgzK44MmM-Qp2YMOaft4AaABAg,DENYSE SANTANA,2021-06-16T22:00:07Z,"Tenho um desse, a única coisa que ñ gostei foi o carregador que demora muito p carregar. Ñ uso pra jogos, porém meu filho consegue jogar com ele.  ;No mais ta tudo ok. Responde as minhas necessidades.",0
